StockCode,description,product_revenue,product_rank,revenue_share,cumulative_share
22449,SILK PURSE RUSSIAN DOLL PINK,4548.7899999999991,989,0.00022539267097337228,0.78943666788833455
21537,RETRO SPOTS PUDDING BOWL,4547.8399999999992,990,0.00022534559844695874,0.78966201348678144
22733,3D STICKERS TRADITIONAL CHRISTMAS,4543.52,991,0.00022513154232684665,0.78988714502910828
22312,OFFICE MUG WARMER POLKADOT,4543.2499999999991,992,0.00022511816381933959,0.7901122631929276
21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,4541.119999999999,993,0.00022501262226011761,0.79033727581518776
84279P,CHERRY BLOSSOM  DECORATIVE FLASK,4540.5500000000011,994,0.00022498437874426958,0.790562260193932
84997b,RED 3 PIECE MINI DOTS CUTLERY SET,4534.32,995,0.00022467568207105223,0.79078693587600313
23309,SET OF 60 I LOVE LONDON CAKE CASES,4527.1999999999989,996,0.00022432288587308954,0.79101125876187617
21143,ANTIQUE GLASS HEART DECORATION,4526.7799999999979,997,0.00022430207486141192,0.79123556083673763
20966,SANDWICH BATH SPONGE,4518.18,998,0.00022387594462229988,0.79145943678135988
23163,REGENCY SUGAR TONGS,4515.22,999,0.00022372927654000082,0.7916831660578999
23112,PARISIENNE CURIO CABINET,4514.5800000000008,1000,0.00022369756452220646,0.79190686362242213
22299,PIG KEYRING WITH LIGHT & SOUND,4507.13,1001,0.00022332841681506856,0.79213019203923718
21810,CHRISTMAS HANGING STAR WITH BELL,4496.760000000002,1002,0.00022281458302674388,0.79235300662226393
84968E,S/16 VINTAGE BLACK CUTLERY,4490.48,1003,0.00022250340885213626,0.792575510031116
21967,PACK OF 12 SKULL TISSUES,4484.5099999999984,1004,0.00022220759518614788,0.79279771762630225
22548,HEADS AND TAILS SPORTING FUN,4483.1000000000013,1005,0.00022213772964694474,0.7930198553559491
72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,4476.619999999999,1006,0.00022181664546677641,0.79324167200141593
23167,SMALL CERAMIC TOP STORAGE JAR,4476.01,1007,0.00022178641994981618,0.79346345842136567
23530,WALL ART ONLY ONE PERSON,4465.9700000000012,1008,0.00022128893767066668,0.79368474735903638
21012,ANTIQUE ALL GLASS CANDLESTICK,4457.0,1009,0.0002208444739212671,0.79390559183295761
22291,"SPRING DEC , HANGING CHICK CREAM",4456.4300000000012,1010,0.000220816230405419,0.7941264080633631
84969,ASSORTED COLOUR SET 6 TEASPOONS,4453.88,1011,0.00022068987783451942,0.79434709794119762
23288,GREEN VINTAGE SPOT BEAKER,4444.2300000000005,1012,0.00022021172006621336,0.79456730966126377
22071,SMALL RETRO SPOT MUG IN BOX  WHITE,4442.25,1013,0.00022011361101116194,0.794787423272275
22227,"DECORATION, HANGING HEART+MIRROR",4436.8599999999988,1014,0.00021984653636129972,0.79500726980863623
21913,VINTAGE SEASIDE JIGSAW PUZZLES,4430.6999999999989,1015,0.00021954130819002869,0.79522681111682636
79341,WILLOW BRANCH LIGHTS.,4423.69,1016,0.0002191939624951245,0.79544600507932139
22202,MILK PAN PINK RETROSPOT,4415.1200000000008,1017,0.00021876931875684653,0.79566477439807826
20674,GREEN SPOTTY BOWL,4414.7999999999993,1018,0.00021875346274794925,0.79588352786082628
22744,MAKE YOUR OWN MONSOON CARD KIT,4414.19,1019,0.000218723237230989,0.79610225109805721
21899,"KEY FOB , GARAGE DESIGN",4411.73,1020,0.00021860134416259178,0.79632085244221984
22425,ENAMEL COLLANDER CREAM,4406.75,1021,0.00021835458502412919,0.7965392070272439
47580,TEA TIME DES TEA COSY,4405.4599999999991,1022,0.00021829066548826231,0.79675749769273219
85053,FRENCH ENAMEL CANDLEHOLDER,4401.119999999999,1023,0.00021807561836759408,0.79697557331109981
72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,4394.9400000000005,1024,0.00021776939919576703,0.79719334271029552
20665,RED SPOTTY PURSE,4377.37,1025,0.00021689880520725529,0.79741024151550277
22797,CHEST OF DRAWERS GINGHAM HEART,4375.26,1026,0.00021679425464858943,0.79762703577015137
22892,SALT AND PEPPER SHAKERS TOADSTOOLS,4374.56,1027,0.00021675956962912682,0.79784379533978056
15039,SANDALWOOD FAN,4361.73,1028,0.00021612384277240479,0.79805991918255292
84598,BOYS ALPHABET IRON ON PATCHES,4360.46,1029,0.00021606091423709408,0.79827598009679
79320,FLAMINGO LIGHTS,4357.380000000001,1030,0.0002159083001514586,0.79849188839694152
23349,ROLL WRAP VINTAGE CHRISTMAS,4355.1,1031,0.00021579532608806604,0.79870768372302958
22611,VINTAGE UNION JACK SHOPPING BAG,4353.75,1032,0.00021572843355053097,0.79892341215658014
22497,SET OF 2 TINS VINTAGE BATHROOM,4349.329999999999,1033,0.0002155094224276384,0.79913892157900768
22530,MAGIC DRAWING SLATE DOLLY GIRL,4344.8400000000011,1034,0.00021528694280279972,0.79935420852181049
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,4338.8300000000008,1035,0.00021498914713569922,0.79956919766894619
22600,CHRISTMAS RETROSPOT STAR WOOD,4320.0499999999993,1036,0.00021405859761354493,0.79978325626655977
21355,TOAST ITS - I LOVE YOU,4315.58,1037,0.00021383710898926223,0.799997093375549
22454,MEASURING TAPE RUSSIAN DOLL RED,4310.84,1038,0.00021360224185747252,0.80021069561740654
21556,CERAMIC STRAWBERRY MONEY BOX,4310.55,1039,0.00021358787234940945,0.80042428348975592
20982,12 PENCILS TALL TUBE SKULLS,4309.25,1040,0.00021352345731326456,0.80063780694706921
22285,"DECORATION HEN ON NEST, HANGING",4307.5299999999988,1041,0.00021343823126544208,0.80085124517833461
21245,GREEN  SPOTTY PLATE,4305.54,1042,0.0002133396267101127,0.80106458480504472
21153,RED SPOTTY TABLECLOTH,4294.6900000000005,1043,0.00021280200890844215,0.80127738681395322
23050,RECYCLED ACAPULCO MAT GREEN,4286.55,1044,0.00021239867168211968,0.80148978548563532
22723,SET OF 6 HERB TINS SKETCHBOOK,4282.5700000000006,1045,0.00021220146257146084,0.80170198694820671
23237,SET OF 4 KNICK KNACK TINS LEAVES,4278.5399999999991,1046,0.00021200177595941168,0.80191398872416619
21470,FLOWER VINE RAFFIA FOOD COVER,4269.92,1047,0.0002115746547197435,0.802125563378886
22851,SET 20 NAPKINS FAIRY CAKES DESIGN,4250.1099999999988,1048,0.00021059306866895135,0.80233615644755485
70006,LOVE HEART POCKET WARMER,4239.52,1049,0.00021006833387450985,0.80254622478142934
21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,4239.4,1050,0.00021006238787117334,0.80275628716930059
22807,SET OF 6 T-LIGHTS TOADSTOOLS,4229.82,1051,0.00020958769860481352,0.80296587486790538
23089,GLASS BON BON JAR,4217.7300000000005,1052,0.00020898863876866636,0.803174863506674
21707,"FOLDING UMBRELLA , BLACK/BLUE  SPOT",4209.7000000000007,1053,0.00020859075204540233,0.80338345425871938
21743,STAR PORTABLE TABLE LIGHT,4209.5699999999988,1054,0.00020858431054178775,0.8035920385692612
23012,GLASS APOTHECARY BOTTLE PERFUME,4208.9600000000009,1055,0.00020855408502482757,0.803800592654286
23144,ZINC T-LIGHT HOLDER STARS SMALL,4197.829999999999,1056,0.00020800259321537186,0.80400859524750146
22127,PARTY CONES CARNIVAL ASSORTED,4190.61,1057,0.00020764484201462889,0.80421624008951609
21474,SWEETHEART CREAM STEEL FOLDIN BENCH,4189.4999999999991,1058,0.00020758984148376672,0.80442382993099981
84580,MOUSE TOY WITH PINK T-SHIRT,4163.4500000000007,1059,0.00020629906325947937,0.80463012899425934
21901,"KEY FOB , BACK DOOR",4158.8600000000015,1060,0.00020607162863186027,0.80483620062289118
23110,PARISIENNE KEY CABINET,4158.68,1061,0.00020606270962685553,0.805042263332518
21590,KINGS CHOICE CIGAR BOX MATCHES,4151.28,1062,0.00020569603942110782,0.80524795937193916
23486,ANTIQUE HEART SHELF UNIT,4145.4699999999993,1063,0.00020540815375956809,0.80545336752569863
21349,IVY HEART WREATH,4139.33,1064,0.00020510391658885315,0.80565847144228753
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,4131.5400000000009,1065,0.00020471792187226205,0.80586318936415979
20981,12 PENCILS TALL TUBE WOODLAND,4125.9900000000007,1066,0.00020444291921795131,0.80606763228337774
21911,GARDEN METAL SIGN,4125.6400000000012,1067,0.00020442557670822002,0.80627205786008593
72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,4125.5999999999995,1068,0.00020442359470710777,0.80647648145479311
23306,SET OF 36 DOILIES PANTRY DESIGN,4123.3799999999983,1069,0.00020431359364538341,0.80668079504843848
22359,GLASS JAR KINGS CHOICE,4120.07,1070,0.00020414958305335312,0.80688494463149185
22778,GLASS CLOCHE SMALL,4119.49,1071,0.00020412084403722696,0.807089065475529
22125,UNION JACK HOT WATER BOTTLE,4118.840000000002,1072,0.00020408863651915463,0.80729315411204816
21812,GARLAND WITH HEARTS AND BELLS,4116.57,1073,0.00020397615795604,0.80749713027000425
21472,LADYBIRD + BEE RAFFIA FOOD COVER,4115.32,1074,0.00020391422042128536,0.80770104449042557
21679,SKULLS  STICKERS,4109.15,1075,0.00020360849674973627,0.80790465298717529
16161U,"WRAP,SUKI AND FRIENDS",4105.92,1076,0.00020344845015993023,0.80810810143733514
23255,CHILDRENS CUTLERY CIRCUS PARADE,4101.37,1077,0.00020322299753342319,0.80831132443486864
22731,3D CHRISTMAS STAMPS STICKERS,4099.41,1078,0.00020312587947892785,0.80851445031434754
22639,SET OF 4 NAPKIN CHARMS HEARTS,4097.54,1079,0.00020303322092693487,0.80871748353527451
23193,BUFFALO BILL TREASURE BOOK BOX,4097.2800000000007,1080,0.00020302033791970593,0.80892050387319414
22777,GLASS CLOCHE LARGE,4092.0600000000004,1081,0.00020276168677457041,0.80912326555996872
22284,HEN HOUSE DECORATION,4090.3999999999996,1082,0.00020267943372841615,0.80932594499369714
22314,OFFICE MUG WARMER CHOC+BLUE,4088.829999999999,1083,0.00020260164018476426,0.809528546633882
23194,GYMKHANNA TREASURE BOOK BOX,4086.37,1084,0.0002024797471163671,0.80973102638099825
23009,I LOVE LONDON BABY GIFT SET,4082.5199999999995,1085,0.00020228897950932268,0.80993331536050761
22788,BROCANTE COAT RACK,4073.4100000000008,1086,0.00020183757875603069,0.81013515293926364
35924,HANGING FAIRY CAKE DECORATION,4068.3200000000006,1087,0.00020158536911450963,0.81033673830837816
18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,4067.6799999999994,1088,0.00020155365709671519,0.81053829196547489
22245,"HOOK, 1 HANGER ,MAGIC GARDEN",4063.4900000000002,1089,0.00020134604248021757,0.81073963800795512
21717,EASTER TIN BUCKET,4062.5399999999995,1090,0.00020129896995380397,0.81094093697790892
21055,TOOL BOX SOFT TOY,4059.16,1091,0.00020113149085982735,0.81114206846876868
21648,ASSORTED TUTTI FRUTTI SMALL PURSE,4056.7099999999996,1092,0.00020101009329170818,0.81134307856206045
23340,VINTAGE CHRISTMAS CAKE FRILL,4053.8800000000006,1093,0.00020086986671302365,0.81154394842877342
22445,PENCIL CASE LIFE IS BEAUTIFUL,4052.1200000000003,1094,0.00020078265866408905,0.8117447310874375
23081,GREEN METAL BOX ARMY SUPPLIES,4046.5000000000005,1095,0.00020050418750783205,0.81194523527494533
21192,WHITE BELL HONEYCOMB PAPER,4043.89,1096,0.00020037486193526425,0.81214561013688069
22057,CERAMIC PLATE STRAWBERRY DESIGN,4043.02,1097,0.000200331753411075,0.81234594189029175
85206A,CREAM FELT EASTER EGG BASKET,4034.06,1098,0.00019988778516195349,0.81254582967545363
21034,REX CASH+CARRY JUMBO SHOPPER,4028.0000000000018,1099,0.00019958751199346291,0.81274541718744708
22053,EMPIRE DESIGN ROSETTE,4023.39,1100,0.00019935908636528759,0.81294477627381245
22959,WRAP CHRISTMAS VILLAGE,4008.42,1101,0.0001986173224490656,0.81314339359626153
21987,PACK OF 6 SKULL PAPER CUPS,4001.7100000000005,1102,0.00019828484176250254,0.813341678438024
23129,HEART SHAPED HOLLY WREATH,3999.5000000000009,1103,0.00019817533620105629,0.813539853774225
85123a,WHITE HANGING HEART T-LIGHT HOLDER,3992.3900000000003,1104,0.00019782303550337169,0.81373767680972842
23130,MISTLETOE HEART WREATH GREEN,3988.9800000000009,1105,0.00019765406990856097,0.813935330879637
21813,GARLAND WITH STARS AND BELLS,3987.4,1106,0.000197575780864631,0.81413290666050164
22612,TEA COSY VINTAGE UNION JACK,3984.9900000000002,1107,0.000197456365297624,0.8143303630257992
22118,JOY WOODEN BLOCK LETTERS,3984.8500000000004,1108,0.00019744942829373149,0.814527812454093
22536,MAGIC DRAWING SLATE PURDEY,3980.2900000000009,1109,0.00019722348016694647,0.81472503593425993
22475,SKULL DESIGN TV DINNER TRAY,3940.4799999999996,1110,0.00019525089356007953,0.81492028682782
21846,PINK DIAMANTE PEN IN GIFT BOX,3937.4,1111,0.00019509827947444404,0.81511538510729442
22965,3 TRADITIONAl BISCUIT CUTTERS  SET,3936.95,1112,0.00019507598196193232,0.81531046108925631
46000M,POLYESTER FILLER PAD 45x45cm,3932.3500000000004,1113,0.00019484805183403515,0.81550530914109043
37340,MULTICOLOUR SPRING FLOWER MUG,3932.1800000000003,1114,0.00019483962832930851,0.81570014876941965
22272,FELTCRAFT DOLL MARIA,3930.9599999999987,1115,0.00019477917729538788,0.81589492794671514
23557,LANDMARK FRAME BAKER STREET,3930.27,1116,0.00019474498777620337,0.81608967293449131
72802A,ROSE SCENT CANDLE IN JEWELLED BOX,3925.8999999999992,1117,0.00019452845415470098,0.816284201388646
22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,3923.4699999999984,1118,0.00019440804758713787,0.81647860943623318
22980,PANTRY SCRUBBING BRUSH,3914.96,1119,0.00019398637685052813,0.81667259581308371
22843,BISCUIT TIN VINTAGE GREEN,3912.5099999999998,1120,0.00019386497928240893,0.816866460792366
21351,CINAMMON & ORANGE WREATH,3911.1000000000017,1121,0.00019379511374320577,0.81706025590610931
23049,RECYCLED ACAPULCO MAT RED,3896.8399999999997,1122,0.00019308853034672433,0.817253344436456
21627,ELEPHANT CARNIVAL POUFFE,3885.7299999999996,1123,0.00019253802953782479,0.81744588246599381
22591,CARDHOLDER GINGHAM CHRISTMAS TREE,3884.7500000000005,1124,0.00019248947051057717,0.81763837193650446
22790,"MIRROR, ARCHED GEORGIAN",3884.0000000000005,1125,0.00019245230798972435,0.81783082424449416
23552,BICYCLE PUNCTURE REPAIR KIT,3883.9900000000002,1126,0.00019245181248944631,0.81802327605698355
21067,VINTAGE RED TEATIME MUG,3883.22,1127,0.00019241365896803742,0.8182156897159516
22962,JAM JAR WITH PINK LID,3878.849999999999,1128,0.00019219712534653503,0.81840788684129817
22162,HEART GARLAND RUSTIC PADDED,3877.46,1129,0.00019212825080788787,0.818600015092106
23032,DRAWER KNOB CRACKLE GLAZE IVORY,3876.7800000000007,1130,0.00019209455678898137,0.818792109648895
21447,12 IVORY ROSE PEG PLACE SETTINGS,3872.6400000000008,1131,0.00019188941967387391,0.81898399906856889
22478,BIRDHOUSE GARDEN MARKER,3867.190000000001,1132,0.00019161937202234354,0.81917561844059128
85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,3865.0499999999997,1133,0.00019151333496284347,0.81936713177555409
22494,EMERGENCY FIRST AID TIN,3857.23,1134,0.00019112585374541824,0.81955825762929946
21329,DINOSAURS  WRITING SET,3857.1999999999994,1135,0.00019112436724458409,0.81974938199654412
22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,3856.2799999999993,1136,0.00019107878121900465,0.81994046077776306
71038,WHITE HANGING BEADS CANDLE HOLDER,3854.65,1137,0.00019099801467368458,0.82013145879243676
23253,16 PIECE CUTLERY SET PANTRY DESIGN,3848.86,1138,0.00019071112001270093,0.82032216991244944
22589,CARDHOLDER GINGHAM STAR,3845.5200000000013,1139,0.00019054562291983651,0.82051271553536931
23131,MISTLETOE HEART WREATH CREAM,3840.1299999999997,1140,0.00019027854826997426,0.82070299408363934
23111,PARISIENNE SEWING BOX,3839.24,1141,0.00019023444874522895,0.82089322853238456
22544,MINI JIGSAW SPACEBOY,3826.9799999999996,1142,0.00018962696540435509,0.82108285549778881
84558A,3D DOG PICTURE PLAYING CARDS,3825.7799999999997,1143,0.0001895675053709906,0.82127242300315983
22765,NEWSPAPER STAND,3825.25,1144,0.00018954124385625463,0.82146196424701612
21100,CHARLIE AND LOLA CHARLOTTE BAG,3824.1299999999992,1145,0.00018948574782511442,0.82165144999484119
22458,CAST IRON HOOK GARDEN FORK,3820.9500000000003,1146,0.00018932817873669857,0.82184077817357792
85049C,ROMANTIC PINKS RIBBONS,3817.55,1147,0.00018915970864216586,0.82202993788222012
21845,DAIRY MAID STRIPE MUG,3812.3,1148,0.00018889957099619623,0.82221883745321633
22398,MAGNETS PACK OF 4 SWALLOWS,3809.1500000000015,1149,0.0001887434884086145,0.82240758094162492
23542,70'S ALPHABET WALL ART,3800.16,1150,0.00018829803365865881,0.82259587897528352
22292,"SPRING DEC , HANGING CHICK  YELLOW",3797.0200000000004,1151,0.00018814244657135509,0.82278402142185492
22769,CHALKBOARD KITCHEN ORGANISER,3795.68,1152,0.00018807604953409806,0.822972097471389
21486,PINK HEART DOTS HOT WATER BOTTLE,3794.05,1153,0.00018799528298877796,0.82316009275437774
84016,FLAG OF ST GEORGE CAR FLAG,3791.6699999999996,1154,0.00018787735392260504,0.82334797010830041
23299,FOOD COVER WITH BEADS SET 2,3784.1300000000006,1155,0.0001875037467129649,0.82353547385501336
84356,POMPOM CURTAIN,3777.9900000000002,1156,0.00018719950954224993,0.82372267336455562
23092,LARGE ANTIQUE WHITE PHOTO FRAME,3773.5800000000004,1157,0.00018698099391963543,0.8239096543584753
85232D,SET/3 DECOUPAGE STACKING TINS,3766.1699999999996,1158,0.0001866138282136097,0.82409626818668891
23127,DOLLCRAFT GIRL NICOLE,3763.9500000000007,1159,0.00018650382715188545,0.8242827720138407
85114B,IVORY ENCHANTED FOREST PLACEMAT,3747.8899999999994,1160,0.00018570805370535733,0.82446848006754614
22461,SAVOY ART DECO CLOCK,3735.2799999999993,1161,0.00018508322785475216,0.82465356329540085
21795,SET OF 3 BLUE STRIPE BASKET,3734.9399999999996,1162,0.00018506638084529891,0.8248386296762461
23091,ZINC HERB GARDEN CONTAINER,3725.0699999999997,1163,0.000184577322070876,0.825023206998317
23182,TOILET SIGN OCCUPIED OR VACANT,3718.0899999999997,1164,0.0001842314628768059,0.82520743846119382
23064,CINDERELLA CHANDELIER,3717.5600000000004,1165,0.00018420520136206995,0.82539164366255591
22782,SET 3 WICKER STORAGE BASKETS,3712.3000000000011,1166,0.00018394456821582231,0.82557558823077171
22166,"WALL MIRROR , RECT DIAMANTE, PINK/",3705.4899999999993,1167,0.00018360713252647877,0.82575919536329823
21866,UNION JACK FLAG LUGGAGE TAG,3703.6400000000008,1168,0.0001835154649750419,0.8259427108282732
20692,FLORAL ELEPHANT SOFT TOY,3699.7599999999998,1169,0.00018332321086716335,0.82612603403914042
21246,RED SPOTTY BIG BOWL,3695.53,1170,0.00018311361424955356,0.82630914765338992
85040A,S/4 PINK FLOWER CANDLES IN BOWL,3684.56,1171,0.00018257005044454653,0.82649171770383456
84352,SILVER CHRISTMAS TREE BAUBLE STAND,3684.1299999999987,1172,0.00018254874393259086,0.82667426644776709
22902,TOTE BAG I LOVE LONDON,3680.88,1173,0.00018238770634222877,0.82685665415410936
23013,GLASS APOTHECARY BOTTLE TONIC,3678.1099999999997,1174,0.00018225045276521238,0.82703890460687457
20785,FUSCHIA RETRO BAR STOOL,3672.35,1175,0.00018196504460506286,0.82722086965147956
23497,CLASSIC CHROME BICYCLE BELL,3660.3700000000003,1176,0.00018137143527197409,0.82740224108675153
21784,SHOE SHINE BOX,3657.6799999999994,1177,0.00018123814569718198,0.82758347923244879
23191,BUNDLE OF 3 RETRO NOTE BOOKS,3656.9400000000005,1178,0.00018120147867660725,0.82776468071112541
22823,CHEST NATURAL WOOD 20 DRAWERS,3655.0,1179,0.00018110535162266798,0.827945786062748
22944,CHRISTMAS METAL POSTCARD WITH BELLS,3646.62,1180,0.00018069012238967265,0.82812647618513768
21054,NURSE'S BAG SOFT TOY,3645.4,1181,0.0001806296713557521,0.82830710585649348
22704,WRAP RED APPLES,3638.26,1182,0.00018027588415723341,0.82848738174065073
22095,LADS ONLY TISSUE BOX,3637.6200000000003,1183,0.00018024417213943902,0.82866762591279008
21509,COWBOYS AND INDIANS BIRTHDAY CARD,3637.0299999999997,1184,0.00018021493762303476,0.82884784085041319
22603,CHRISTMAS RETROSPOT TREE WOOD,3635.559999999999,1185,0.00018014209908216323,0.82902798294949531
23085,ANTIQUE SILVER BAUBLE LAMP,3635.23,1186,0.00018012574757298805,0.82920810869706829
23294,SET OF 6 SNACK LOAF BAKING CASES,3631.0499999999984,1187,0.00017991862845676834,0.82938802732552508
22452,MEASURING TAPE RUSSIAN DOLL PINK,3629.1,1188,0.00017982200590255113,0.82956784933142769
84968F,S/16 VINTAGE SKY BLUE CUTLERY,3622.7599999999993,1189,0.00017950785872627539,0.82974735719015391
23210,WHITE ROCKING HORSE HAND PAINTED,3617.7799999999997,1190,0.0001792610995878128,0.82992661828974168
21191,LARGE WHITE HONEYCOMB PAPER BELL,3610.5199999999995,1191,0.00017890136638595762,0.83010551965612767
22176,BLUE OWL SOFT TOY,3598.8,1192,0.00017832064006009782,0.83028384029618774
22531,MAGIC DRAWING SLATE CIRCUS PARADE,3591.9799999999996,1193,0.00017798270887047629,0.83046182300505822
20886,BOX OF 9 PEBBLE CANDLES,3589.4999999999995,1194,0.00017785982480152303,0.83063968282985978
21794,CLASSIC FRENCH STYLE BASKET NATURAL,3585.98,1195,0.00017768540870365389,0.83081736823856345
22334,DINOSAUR PARTY BAG + STICKER SET,3582.06,1196,0.00017749117259466322,0.83099485941115814
21179,NO JUNK MAIL METAL SIGN,3570.87,1197,0.00017693670778353937,0.83117179611894165
20784,RED RETRO BAR STOOL,3570.87,1198,0.00017693670778353937,0.83134873282672517
23332,IVORY WICKER HEART LARGE,3570.7599999999989,1199,0.0001769312572804809,0.83152566408400563
22320,BIRDS MOBILE VINTAGE DESIGN,3568.8199999999997,1200,0.00017683513022654171,0.83170249921423223
22939,APRON APPLE DELIGHT,3560.35,1201,0.00017641544149104402,0.83187891465572328
82494l,WOODEN FRAME ANTIQUE WHITE,3545.55,1202,0.00017568210107954871,0.83205459675680282
22076,6 RIBBONS EMPIRE,3542.4300000000007,1203,0.00017552750499280105,0.83223012426179555
22428,ENAMEL FIRE BUCKET CREAM,3540.5800000000004,1204,0.00017543583744136413,0.83240556009923694
22862,LOVE HEART NAPKIN BOX,3538.76,1205,0.00017534565639076131,0.83258090575562771
22822,CREAM WALL PLANTER HEART SHAPED,3534.7700000000004,1206,0.0001751479517798244,0.83275605370740757
20786,BLACK RETRO BAR STOOL,3533.9,1207,0.00017510484325563514,0.83293115855066313
47505,MINATURE COLOURED GARDENING SET,3532.3700000000008,1208,0.00017502903171309544,0.83310618758237631
23353,6 GIFT TAGS VINTAGE CHRISTMAS,3517.5199999999986,1209,0.0001742932138002098,0.83328048079617645
22309,TEA COSY RED  STRIPE,3517.3299999999995,1210,0.00017428379929492713,0.83345476459547141
21466,RED FLOWER CROCHET FOOD COVER,3517.29,1211,0.00017428181729381502,0.83362904641276525
21469,POLKA DOT RAFFIA FOOD COVER,3512.0100000000007,1212,0.00017402019314701131,0.83380306660591219
23189,SET OF 12 FORK CANDLES,3507.5099999999998,1213,0.00017379721802189443,0.8339768638239341
21507,"ELEPHANT, BIRTHDAY CARD,",3495.3999999999996,1214,0.00017319716718519114,0.83415006099111932
23232,WRAP VINTAGE PETALS  DESIGN,3478.92,1215,0.00017238058272698553,0.83432244157384627
37501,TEA TIME TEA SET IN GIFT BOX,3478.6599999999994,1216,0.00017236769971975651,0.83449480927356612
21327,SKULLS WRITING SET,3476.9400000000005,1217,0.00017228247367193414,0.834667091747238
21902,"KEY FOB , FRONT  DOOR",3472.7400000000002,1218,0.00017207436355515842,0.83483916611079312
22762,CUPBOARD 3 DRAWER MA CAMPAGNE,3468.1,1219,0.00017184445142614906,0.83501101056221927
22183,CAKE STAND VICTORIAN FILIGREE MED,3465.22,1220,0.00017170174734607428,0.83518271230956542
22440,BALLOON WATER BOMB PACK OF 35,3463.6700000000005,1221,0.00017162494480297852,0.83535433725436836
22764,"RUSTIC WOODEN CABINET, GLASS DOORS",3462.49,1222,0.00017156647577017006,0.83552590373013857
21364,PEACE SMALL WOOD LETTERS,3461.7200000000003,1223,0.00017152832224876123,0.83569743205238733
23350,ROLL WRAP VINTAGE SPOT,3456.33,1224,0.00017126124759889904,0.83586869329998614
22172,METAL SHELF WITH RAIL,3451.82,1225,0.00017103777697350419,0.83603973107695972
23426,METAL SIGN DROP YOUR PANTS,3450.2099999999982,1226,0.00017095800142874007,0.83621068907838847
23388,WOODLAND MINI BACKPACK,3448.6900000000005,1227,0.0001708826853864785,0.83638157176377492
22503,CABIN BAG VINTAGE PAISLEY,3447.1999999999994,1228,0.00017080885584505088,0.83655238061962
21039,RED SPOTTY SHOPPING BAG,3445.6699999999992,1229,0.00017073304430251116,0.83672311366392249
23536,VILLAGE SHOW WALL ART,3442.13,1230,0.00017055763720408596,0.83689367130112657
22154,ANGEL DECORATION 3 BUTTONS,3440.7299999999996,1231,0.00017048826716516071,0.83706415956829172
22459,CAST IRON HOOK GARDEN TROWEL,3440.5800000000004,1232,0.00017048083466099018,0.8372346404029527
23065,LARGE DECO JEWELLERY STAND,3439.9400000000005,1233,0.00017044912264319579,0.83740508952559589
23156,SET OF 5 MINI GROCERY MAGNETS,3437.8500000000004,1234,0.00017034556308508596,0.837575435088681
22972,CHILDREN'S SPACEBOY MUG,3436.6100000000006,1235,0.00017028412105060933,0.83774571920973162
21123,SET/10 IVORY SPOTTY PARTY CANDLES,3435.5600000000004,1236,0.00017023209352141539,0.837915951303253
23354,6 GIFT TAGS 50'S CHRISTMAS,3431.8899999999985,1237,0.00017005024491937559,0.83808600154817237
84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE,3428.6400000000003,1238,0.00016988920732901352,0.83825589075550144
23014,GLASS APOTHECARY BOTTLE ELIXIR,3427.4799999999996,1239,0.00016983172929676115,0.83842572248479819
84472,PINK AND LILAC QUILTED THROW,3402.3199999999997,1240,0.00016858505059721905,0.83859430753539543
23239,SET OF 4 KNICK KNACK TINS POPPIES,3399.4899999999993,1241,0.00016844482401853447,0.83876275235941389
22794,SWEETHEART WIRE MAGAZINE RACK,3399.2400000000002,1242,0.00016843243651158357,0.83893118479592554
22477,WATERING CAN GARDEN MARKER,3398.03,1243,0.00016837248097794104,0.83909955727690344
21211,SET OF 72 SKULL PAPER  DOILIES,3390.29,1244,0.0001679889637627401,0.83926754624066613
20702,PINK PADDED MOBILE,3385.95,1245,0.00016777391664207187,0.83943532015730826
44230,SQUARE MIRROR CURTAIN,3381.62,1246,0.00016755936502168168,0.83960287952232993
21830,ASSORTED CREEPY CRAWLIES,3380.9399999999991,1247,0.00016752567100277509,0.83977040519333268
22792,FLUTED ANTIQUE CANDLE HOLDER,3380.4999999999995,1248,0.00016750386899054147,0.83993790906232324
22891,TEA FOR ONE POLKADOT,3379.4399999999996,1249,0.00016745134596106949,0.84010536040828432
18098C,PORCELAIN BUTTERFLY OIL BURNER,3375.7599999999998,1250,0.00016726900185875176,0.840272629410143
22223,CAKE PLATE LOVEBIRD PINK,3374.7800000000007,1251,0.00016722044283150412,0.8404398498529746
22419,LIPSTICK PEN RED,3374.55,1252,0.00016720904632510925,0.84060705889929965
22047,EMPIRE GIFT WRAP,3372.0,1253,0.00016708269375420969,0.84077414159305386
